	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
895	2007-01-09	CA	Grant High School	K-12	0	0.0	0	2.0	Gang-related	Grant High School, Van Nuys, CA, United States	34.1773047	-118.415762
896	2007-01-18	PA	William L.Sayre High School	K-12	0	0.0	0	2.0	Escalation of Dispute	William L.Sayre High School, Philadelphia, PA, United States	39.9574001	-75.2387906
897	2007-01-24	TN	Harbin County High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Harbin County High School, Savannah, TN, United States	35.2107894	-88.2463389
898	2007-01-31	IL	Hillcrest High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hillcrest High School, Country Club Hills, IL, United States	41.57335250000001	-87.7121816
899	2007-02-07	FL	Paxon Middle School	K-12	0	0.0	0	1.0	Escalation of Dispute	Paxon Middle School, Jacksonville, FL, United States	30.3445234	-81.724052
900	2007-02-08	OR	Crook County High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Crook County High School, Prineville, OR, United States	44.2928454	-120.8332253
901	2007-02-08	TX	Stephen F. Austin Middle School	K-12	0	0.0	0	1.0	Accidental	Stephen F. Austin Middle School, Port Arthur, TX, United States	29.8999875	-94.0179077
902	2007-02-26	CA	Slauson Middle School	K-12	0	0.0	0	1.0	Unknown	Slauson Middle School, Azusa, CA, United States	34.1287395	-117.911818
903	2007-02-27	GA	Clifton Elementary School	K-12	0	0.0	0	1.0	Unknown	Clifton Elementary School, Atlanta, GA, United States	33.6965647	-84.3017665
904	2007-03-07	TX	Greenville High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Greenville High School, Greenville, TX, United States	33.1046477	-96.1198234
905	2007-03-07	MI	Herbert Henry Dow High School	K-12	1	1.0	1	2.0	Murder/Suicide	Herbert Henry Dow High School, Midland, MI, United States	43.6407382	-84.2754104
906	2007-03-07	CA	Centennial High School	K-12	0	0.0	0	3.0	Gang-related	Centennial High School, Compton, CA, United States	33.9145819	-118.2518791
907	2007-03-08	TN	East Ridge High School	K-12	0	1.0	0	2.0	Suicide/Attempted	East Ridge High School, Chattanooga, TN, United States	35.0233599	-85.279787
908	2007-03-23	FL	Union Park Elementary School	K-12	0	0.0	0	1.0	Bullying	Union Park Elementary School, Orlando, FL, United States	28.5671525	-81.2456938
909	2007-03-27	CT	Sarah J. Rawson Elementary School	K-12	0	0.0	0	2.0	Unknown	Sarah J. Rawson Elementary School, Hartford, CT, United States	41.7961641	-72.70072809999999
910	2007-03-29	SC	Myrtle Beach High School	K-12	0	0.0	0	2.0	Accidental	Myrtle Beach High School, Myrtle Beach, SC, United States	33.7193202	-78.8680278
911	2007-04-10	IL	Chicago Vocational Career Academy	K-12	0	0.0	0	2.0	Accidental	Chicago Vocational Career Academy, Chicago, IL, United States	41.73828830000001	-87.57287509999999
912	2007-04-10	OR	Springwater Trail High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Springwater Trail High School, Gresham, OR, United States	45.486355	-122.407322
913	2007-04-18	NC	North Mecklenburg High School	K-12	1	1.0	1	3.0	Suicide/Attempted	North Mecklenburg High School, Huntersville, NC, United States	35.3726485	-80.83415149999999
914	2007-05-03	OH	Gettysburg Elementary School	K-12	0	0.0	0	1.0	Unknown	Gettysburg Elementary School, Dayton, OH, United States	39.715453	-84.16927079999999
915	2007-05-04	TX	Tidehaven High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Tidehaven High School, El Maton, TX, United States	28.9000705	-96.1382089
916	2007-05-10	MI	Henry Ford High School	K-12	0	0.0	0	1.0	Gang-related	Henry Ford High School, Detroit, MI, United States	42.4396448	-83.2376357
917	2007-05-12	TX	West Mesquite High School	K-12	0	0.0	0	2.0	Escalation of Dispute	West Mesquite High School, Mesquite, TX, United States	32.761534	-96.6356081
918	2007-05-15	TX	Liberty Memorial Middle School	K-12	0	0.0	0	2.0	Unknown	Liberty Memorial Middle School, Los Fresnos, TX, United States	26.112691	-97.514488
919	2007-05-23	RI	Oak Haven Elementary School	K-12	0	0.0	0	1.0	Bullying	Oak Haven Elementary School, Coventry, RI, United States	41.6871551	-71.5435558
920	2007-05-30	NC	Vandora Springs Elementary School	K-12	0	0.0	0	1.0	Unknown	Vandora Springs Elementary School, Garner, NC, United States	35.6992106	-78.62914959999999
921	2007-05-31	NC	North Garner Middle School	K-12	0	0.0	0	1.0	Unknown	North Garner Middle School, Garner, NC, United States	35.716032	-78.611772
922	2007-06-17	SC	Broad River Elementary School	K-12	0	0.0	0	1.0	Escalation of Dispute	Broad River Elementary School, Burton, SC, United States	32.4216253	-80.75607769999999
923	2007-06-28	TX	David W. Carter High School	K-12	0	0.0	0	2.0	Gang-related	David W. Carter High School, Dallas, TX, United States	32.6492691	-96.849171
924	2007-07-09	IL	Carter G. Woodson Elementary School	K-12	0	0.0	0	1.0	Gang-related	Carter G. Woodson Elementary School, Chicago, IL, United States	41.8140942	-87.6084813
925	2007-08-04	NJ	Mount Vernon Elementary School	K-12	1	0.0	3	2.0	Gang-related	Mount Vernon Elementary School, Newark, NJ, United States	40.7371791	-74.2448529
926	2007-09-28	CA	Las Plumas High School	K-12	0	0.0	0	3.0	Hostage Standoff	Las Plumas High School, Oroville, CA, United States	39.479895	-121.537318
927	2007-10-01	CT	Platt High School	K-12	0	0.0	0	2.0	Unknown	Platt High School, Meriden, CT, United States	41.5340038	-72.8267207
928	2007-10-10	OH	SuccessTech Academy	K-12	1	1.0	1	5.0	Anger Over Grade/Suspension/Discipline	SuccessTech Academy, Cleveland, OH, United States	41.5038245	-81.6948759
929	2007-10-24	TN	Manassas High School	K-12	0	0.0	0	2.0	Accidental	Manassas High School, Memphis, TN, United States	35.1707184	-90.0322099
930	2007-11-05	LA	John Curtis Christian School	K-12	1	1.0	1	2.0	Suicide/Attempted	John Curtis Christian School, River Ridge, LA, United States	29.9636145	-90.2216052
931	2007-11-26	NY	Holland Patent Central High School	K-12	0	0.0	0	2.0	Intentional Property Damage	Holland Patent Central High School, Holland Patent, NY, United States	43.2535684	-75.2543625
932	2007-12-21	CA	Barnard-White Middle School	K-12	1	0.0	1	3.0	Gang-related	Barnard-White Middle School, Union City, CA, United States	37.6060025	-122.0277892
933	2008-02-04	TN	Hamilton High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hamilton High School, Memphis, TN, United States	35.0999995	-90.0167743
934	2008-02-11	TN	Mitchell High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Mitchell High School, Memphis, TN, United States	35.0568899	-90.08553069999999
935	2008-02-12	CA	E.O. Green Junior High School	K-12	1	0.0	1	2.0	Bullying	E.O. Green Junior High School, Oxnard, CA, United States	34.16530050000001	-119.1816895
936	2008-03-06	AL	Davidson High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Davidson High School, Mobile, AL, United States	30.6623856	-88.1464481
937	2008-04-16	CA	Roosevelt High School	K-12	1		1	3.0	Officer Involved Shooting	Roosevelt High School, Fresno, CA, United States	36.741442	-119.7523391
938	2008-05-16	LA	Madison Parish High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Madison Parish High School, Tallulah, LA, United States	32.3982812	-91.2074317
939	2008-08-11	WA	Wallace Elementary School	K-12	0	0.0	0	1.0	Illegal Drug Related	Wallace Elementary School, Kelso, WA, United States	46.1348552	-122.9124591
940	2008-08-14	WA	Lakota Middle School	K-12	1	0.0	1	2.0	Gang-related	Lakota Middle School, Federal Way, WA, United States	47.32002199999999	-122.354372
941	2008-08-21	TN	Central High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Central High School, Knoxville, TN, United States	36.0400867	-83.92445719999999
942	2008-09-02	OH	South High School	K-12	0	0.0	0	2.0	Suicide/Attempted	South High School, Willoughby, OH, United States	41.6248036	-81.4212455
943	2008-09-15	CA	Mira Loma High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Mira Loma High School, Sacramento, CA, United States	38.6322107	-121.3709321
944	2008-09-19	CA	George Washington Preparatory High School	K-12	0	0.0	0	2.0	Gang-related	George Washington Preparatory High School, Athens, CA, United States	33.9373633	-118.3029342
945	2008-10-16	MI	Henry Ford High School	K-12	1	0.0	1	2.0	Gang-related	Henry Ford High School, Detroit, MI, United States	42.4396448	-83.2376357
946	2008-10-20	CA	Vasquez High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Vasquez High School, Acto, CA, United States	34.493484	-118.21636
947	2008-10-23	AL	Prattville Christian Academy	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Prattville Christian Academy, Prattville, AL, United States	32.479883	-86.405138
948	2008-10-29	CA	Eliot Elementary School	K-12	0	0.0	0	1.0	Unknown	Eliot Elementary School, Gilroy, CA, United States	37.0065687	-121.5615193
949	2008-10-31	MA	Stockton Springs Elementary School	K-12	0	0.0	0	2.0	Hostage Standoff	Stockton Springs Elementary School, Stockton Springs, MA, United States	44.49741220000001	-68.8582224
950	2008-11-03	CA	El Rio Elementary School	K-12	0	0.0	0	2.0	Unknown	El Rio Elementary School, Oxnard, CA, United States	34.232631	-119.171905
951	2008-11-03	CA	Bell High School	K-12	1	0.0	1	2.0	Unknown	Bell High School, Bell, CA, United States	33.9724376	-118.1904946
952	2008-11-12	FL	Dillard High School	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	Dillard High School, Fort Lauderdale, FL, United States	26.1396503	-80.1759107
953	2008-11-15	CO	Thompson Valley High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Thompson Valley High School, Loveland, CO, United States	40.387895	-105.1006456
954	2008-11-15	UT	Desert Hills High School	K-12	1	1.0	1	2.0	Accidental	Desert Hills High School, St. George, UT, United States	37.0507246	-113.5673046
955	2008-11-18	CA	Cole Middle School	K-12	0	0.0	0	2.0	Unknown	Cole Middle School, Oakland, CA, United States	37.807482	-122.289775
956	2008-11-18	CA	Central Valley High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Central Valley High School, Ceres, CA, United States	37.5792147	-120.9582403
957	2008-11-25	TX	North Forest High School	K-12	0	0.0	0	1.0	Unknown	North Forest High School, Houston, TX, United States	29.8694821	-95.264611
958	2008-11-30	CA	O. A. Peters Elementary School	K-12	0	0.0	0	1.0	Gang-related	O. A. Peters Elementary School, Garden Grove, CA, United States	33.7717313	-117.9285955
959	2008-12-02	CA	King City High School	K-12	1	0.0	1	2.0	Gang-related	King City High School, King City, CA, United States	36.2095234	-121.1342819
960	2008-12-05	MN	Shattuck St. Mary's Prep School	K-12	1	1.0	1	2.0	Suicide/Attempted	Shattuck St. Mary's Prep School, Faribault, MN, United States	44.3022459	-93.260187
961	2008-12-12	NY	William Floyd High School	K-12	0	0.0	0	2.0	Escalation of Dispute	William Floyd High School, Mastic Beach, NY, United States	40.7805739	-72.8508782
962	2008-12-12	NC	Guy B. Teachey Elementary School	K-12	1	0.0	1	2.0	Accidental	Guy B. Teachey Elementary School, Asheboro, NC, United States	35.673183	-79.808911
963	2008-12-21	SC	Summerville High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Summerville High School, Summerville, SC, United States	32.9941614	-80.2182656
964	2008-12-22	FL	Largo Middle School	K-12	1	1.0	1	3.0	Suicide/Attempted	Largo Middle School, Largo, FL, United States	27.9082175	-82.7839008
965	2008-12-27	PA	William H. Harrison Elementary School	K-12	0	0.0	0	1.0	Unknown	William H. Harrison Elementary School, Philadelphia, PA, United States	39.9722699	-75.1534685
966	2008-12-31	GA	Shuman Middle School	K-12	0	0.0	0	1.0	Escalation of Dispute	Shuman Middle School, Savannah, GA, United States	32.061822	-81.066834
967	2008-12-31	OK	Kennedy Elementary School	K-12	1	1.0	1	1.0	Suicide/Attempted	Kennedy Elementary School, Norman, OK, United States	35.2106534	-97.4187863
968	2009-01-08	DE	William Penn High School	K-12	0	0.0	0	3.0	Accidental	William Penn High School, New Castle, DE, United States	39.6688493	-75.5842303
969	2009-01-09	IL	Dunbar High School	K-12	0	0.0	0	2.0	Gang-related	Dunbar High School, Chicago, IL, United States	41.8404753	-87.6181897
970	2009-01-14	IL	Perspectives Charter School	K-12	0	0.0	0	2.0	Unknown	Perspectives Charter School, Chicago, IL, United States	41.8608315	-87.6274658
971	2009-01-20	MI	Beecher High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Beecher High School, Mount Morris Township, MI, United States	43.0984267	-83.71533889999999
972	2009-01-20	IL	Collins HIgh School	K-12	0	0.0	0	3.0	Escalation of Dispute	Collins HIgh School, Chicago, IL, United States	41.8643651	-87.7011464
973	2009-01-20	PA	East High School	K-12	0	0.0	0	1.0	Escalation of Dispute	East High School, Erie, PA, United States	42.137546	-80.0594297
974	2009-01-23	IL	Cahokia High School	K-12	1	0.0	1	3.0	Escalation of Dispute	Cahokia High School, Cahokia, IL, United States	38.5648931	-90.1643363
975	2009-01-27	NC	Clayton High School	K-12	0	0.0	0	3.0	Gang-related	Clayton High School, Clayton, NC, United States	35.650075	-78.46562
976	2009-02-10	CA	Baker Elementary School	K-12	0	0.0	0	2.0	Accidental	Baker Elementary School, El Monte, CA, United States	34.0661729	-118.0158634
977	2009-02-11	NC	School bus	K-12	0	0.0	0	3.0	Accidental	School bus, Zebulon, NC, United States	35.8024413	-78.4852234
978	2009-02-17	MI	Central High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Central High School, Detroit, MI, United States	42.38358909999999	-83.11178269999999
979	2009-02-20	CA	John Muir Elementary School	K-12	0	0.0	0	1.0	Unknown	John Muir Elementary School, Hayward, CA, United States	37.6565801	-122.0834135
980	2009-02-23	CT	Brien McMahon High School	K-12	0	0.0	0	3.0	Gang-related	Brien McMahon High School, Norwalk, CT, United States	41.0856093	-73.43315319999999
981	2009-03-02	SD	Robert Frost Elementary School	K-12	0	0.0	0	2.0	Escalation of Dispute	Robert Frost Elementary School, Sioux Falls, SD, United States	43.5167054	-96.7217857
982	2009-03-06	NC	Westover High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Westover High School, Fayetteville, NC, United States	35.0843529	-78.9917528
983	2009-03-10	FL	Ribault High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Ribault High School, Jacksonville, FL, United States	30.390581	-81.7077094
984	2009-03-11	TX	Cypress Ridge High School	K-12	0	0.0	0	2.0	Accidental	Cypress Ridge High School, Houston, TX, United States	29.892453	-95.6046483
985	2009-04-13	CA	Locke HIgh School	K-12	0	0.0	0	2.0	Gang-related	Locke HIgh School, Los Angeles, CA, United States	33.9353785	-118.268409
986	2009-05-01	WI	Sheboygan High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Sheboygan High School, Sheboygan, WI, United States	43.7762373	-87.7194166
987	2009-05-05	NY	Canandaigua Academy	K-12	1	1.0	1	2.0	Suicide/Attempted	Canandaigua Academy, Canandaigua, NY, United States	42.909229	-77.2755766
988	2009-05-18	LA	Larose-Cut Off Middle School	K-12	1	1.0	1	5.0	Indiscriminate Shooting	Larose-Cut Off Middle School, Larose, LA, United States	29.562631	-90.3650057
989	2009-06-15	CA	International Studies Academy	K-12	0	0.0	0	2.0	Gang-related	International Studies Academy, San Francisco, CA, United States	37.7753816	-122.4216371
990	2009-06-24	IA	Aplington-Parkersburg High School	K-12	1	0.0	1	3.0	Mental Health	Aplington-Parkersburg High School, Parkersburg, IA, United States	42.57303539999999	-92.77852999999999
991	2009-08-27	NC	Westover High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Westover High School, Fayetteville, NC, United States	35.0843529	-78.9917528
992	2009-09-08	CT	Stamford Academy	K-12	0	0.0	0	3.0	Escalation of Dispute	Stamford Academy, Stamford, CT, United States	41.0593697	-73.5364836
993	2009-09-16	VA	Virginia Randolph Community High School	K-12	0	0.0	0	1.0	Bullying	Virginia Randolph Community High School, Glen Allen, VA, United States	37.6618987	-77.4818006
994	2009-10-08	NY	Mattituck Junior-Senior High School	K-12	0	0.0	0	3.0	Accidental	Mattituck Junior-Senior High School, Mattituck, NY, United States	40.99595619999999	-72.5283285
995	2009-10-16	SC	Carolina Forest High School	K-12	1		1	2.0	Officer Involved Shooting	Carolina Forest High School, Conway, SC, United States	33.7798928	-78.97076849999999
996	2009-10-30	CA	Wilson High School	K-12	1	0.0	1	3.0	Gang-related	Wilson High School, Long Beach, CA, United States	33.7768888	-118.140621
997	2009-11-06	PA	Hamilton High School (bus)	K-12	0	0.0	0	3.0	Bullying	Hamilton High School (bus), West Philadelphia, PA, United States	39.955223	-75.2353265
998	2009-12-11	LA	Booker T. Washington High School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Booker T. Washington High School, Shreveport, LA, United States	32.5040265	-93.774143
999	2010-01-20	AL	Livington High School	K-12	0	0.0	0	3.0	Domestic w/ Targeted Victim	Livington High School, Livington, AL, United States	32.6111637	-88.184477
1000	2010-02-05	AL	Discovery Middle School	K-12	1	0.0	1	2.0	Gang-related	Discovery Middle School, Madison, AL, United States	34.7408573	-86.7414711
1001	2010-02-10	TN	Inskip Elementary School	K-12	0	0.0	0	5.0	Murder	Inskip Elementary School, Knoxville, TN, United States	36.0101194	-83.9591262
1002	2010-02-23	CO	Deer Creek Middle School	K-12	0	0.0	0	5.0	Mental Health	Deer Creek Middle School, Littleton, CO, United States	39.5867127	-105.1019619
1003	2010-02-26	WA	Binary Elementary School	K-12	1	0.0	1	3.0	Domestic w/ Targeted Victim	Binary Elementary School, Tacoma, WA, United States	47.268669	-122.459469
1004	2010-04-28	VA	Woodrow Wilson High School	K-12	0	0.0	0	3.0	Bullying	Woodrow Wilson High School, Portsmouth, VA, United States	36.8141251	-76.3798262
1005	2010-05-18	CA	South Gate High School	K-12	0	0.0	0	3.0	Unknown	South Gate High School, South Gate, CA, United States	33.9560708	-118.2093189
1006	2010-08-30	TN	Sullivan Central High School	K-12	1	0.0	1	5.0	Hostage Standoff	Sullivan Central High School, Blountville, TN, United States	36.5297077	-82.38709449999999
1007	2010-09-08	MI	Mumford High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Mumford High School, Detroit, MI, United States	42.4213221	-83.1646032
1008	2010-09-21	SC	Socastee High School	K-12	0	0.0	0	4.0	Unknown	Socastee High School, Conway, SC, United States	33.6848892	-78.9974833
